domain,timestamp,resource,response_code,response_length
204.108.208.21,[26/Jul/1995:08:25:36-0600],/~lowey/encyclopedia/u/usa.html,200,1456.0
ix-lap-ca1-20.ix.netcom.com,[26/Jul/1995:08:34:19-0600],/~lowey/encyclopedia/a/astrology.html,200,1519.0
coms1.univ-lyon1.fr,[26/Jul/1995:08:40:24-0600],/~lowey/encyclopedia/n/nostradamus.html,200,1555.0
fawlty.usask.ca,[26/Jul/1995:08:46:46-0600],/ ,200,3400.0
134.88.18.2,[26/Jul/1995:08:54:31-0600],/ ,200,3400.0
lucy.nwer.sandia.gov,[26/Jul/1995:09:01:50-0600],/cgi-bin/hytelnet?file=JP000 ,200,410.0
153.104.15.21,[26/Jul/1995:09:10:28-0600],/cgi-bin/hytelnet ,200,1518.0
192.246.250.20,[26/Jul/1995:09:20:07-0600],/~turner/duesouth.html,200,2800.0
psych139.usask.ca,[26/Jul/1995:09:25:43-0600],/~keele/images/karate/icon/age_uke.gif,200,216.0
192.246.250.20,[26/Jul/1995:09:29:16-0600],/~turner/friendlet,200,2154.0
srv1.freenet.calgary.ab.ca,[26/Jul/1995:09:33:38-0600],/~scottp/freetel.html,200,5861.0
cen42.bham.ac.uk,[26/Jul/1995:09:39:03-0600],/~scottp/freewww.html,200,4635.0
ccshst07.cs.uoguelph.ca,[26/Jul/1995:09:43:39-0600],/library/gic/v1n1/skrzeszewski/1.html ,200,230.0
psych139.usask.ca,[26/Jul/1995:09:49:30-0600],/~keele/images/karate/icon/age_uke.gif,200,216.0
192.139.11.149,[26/Jul/1995:09:54:35-0600],/images/logo.gif ,304,0.0
bufflehead.pk.rl.af.mil,[26/Jul/1995:09:57:06-0600],/~scottp/freewww.html,200,4635.0
mac40212.usask.ca,[26/Jul/1995:10:03:19-0600],/images/logo.gif ,304,0.0
eng13.usask.ca,[26/Jul/1995:10:08:01-0600],/images/logo.gif ,200,2273.0
ttacs3.ttu.edu,[26/Jul/1995:10:10:36-0600],/~macphed/finite/fe_resources/node94.html,200,2879.0
piked2.agn.uiuc.edu,[26/Jul/1995:10:14:48-0600],/~keele/images/textgrey.gif,200,24574.0
dial197191.wbm.ca,[26/Jul/1995:10:17:55-0600],/images/logo.gif ,200,2273.0
mach08.secda.innovplace.saskatoon.sk.ca,[26/Jul/1995:10:25:58-0600],/images/postit.gif ,200,1139.0
nurs36137.usask.ca,[26/Jul/1995:10:30:18-0600],/~turner/hotlist.html,200,1362.0
159.73.med.umich.edu,[26/Jul/1995:10:34:25-0600],/~keele/images/lefarrow.gif,200,1289.0
moondog.usask.ca,[26/Jul/1995:10:41:37-0600],/lynx_help/lynx_help_main.html ,200,702.0
tripleoh.acton.timeplex.com,[26/Jul/1995:10:48:30-0600],/~ladd/tufts.html,200,774.0
cistron.usask.ca,[26/Jul/1995:10:52:11-0600],/ ,200,3400.0
krash.usask.ca,[26/Jul/1995:10:59:03-0600],/~lowey/Saskatoon/index.html,200,1503.0
cap1.capaccess.org,[26/Jul/1995:11:03:28-0600],/~scottp/free.html,200,6034.0
ofelia.uc3m.es,[26/Jul/1995:11:07:50-0600],/~macphed/finite/fe_resources/node36.html,200,1942.0
ofelia.uc3m.es,[26/Jul/1995:11:10:56-0600],/~macphed/finite/fe_resources/node69.html,200,3710.0
soa006.usask.ca,[26/Jul/1995:11:16:24-0600],/images/logo.gif ,200,0.0
tmr2.tmres.org,[26/Jul/1995:11:22:35-0600],/~reevesm/images/whitebal.gif,200,203.0
144.92.175.63,[26/Jul/1995:11:25:02-0600],/~lowey/encyclopedia/icons/index.gif,200,172.0
fluffy.usask.ca,[26/Jul/1995:11:29:41-0600],/ ,200,3400.0
dial186050.wbm.ca,[26/Jul/1995:11:34:06-0600],/~lowey/Saskatchewan/index.html,200,1726.0
regulus.usask.ca,[26/Jul/1995:11:36:33-0600],// ,200,3400.0
inet2.tek.com,[26/Jul/1995:11:41:15-0600],/~lowey/encyclopedia/icons/question.gif,200,238.0
131.235.115.63,[26/Jul/1995:11:50:19-0600],/~lowey/Saskatoon/searching/people.html,200,761.0
freenet3.carleton.ca,[26/Jul/1995:11:55:52-0600],/~scottp/free.html,200,6034.0
ip611.hk.linkage.net,[26/Jul/1995:12:02:35-0600],/uofs/index.html ,200,1764.0
130.191.147.134,[26/Jul/1995:12:06:11-0600],/~lowey/Saskatchewan/icons/citynet.gif,200,776.0
a1-slip7.iol.ie,[26/Jul/1995:12:11:21-0600],/~holtsg/photo/faq.html,200,42220.0
199.221.127.10,[26/Jul/1995:12:15:34-0600],/~scottp/free.html,200,6034.0
ccn.cs.dal.ca,[26/Jul/1995:12:21:58-0600],/~scottp/freegop.html,200,4611.0
147.150.218.85,[26/Jul/1995:12:25:35-0600],/~macpherc/images/ba3.gif,200,6673.0
agony.widget.com,[26/Jul/1995:12:29:58-0600],/~turner/starinfo.html,200,743.0
abyss.usask.ca,[26/Jul/1995:12:36:01-0600],/ ,200,3400.0
ix-bal1-11.ix.netcom.com,[26/Jul/1995:12:39:38-0600],/cgi-bin/hytelnet?file=UK000 ,200,8721.0
wcvm7696.usask.ca,[26/Jul/1995:12:42:50-0600],/~ladd/vet_libraries.html,200,10508.0
slip08.docker.com,[26/Jul/1995:12:47:11-0600],/library/gic/ejgov.gif ,200,0.0
198.247.22.1,[26/Jul/1995:12:51:06-0600],/cgi-bin/hytelnet ,200,1518.0
160.32.21.29,[26/Jul/1995:12:59:00-0600],/~scottp/free.html,200,6034.0
abyss.usask.ca,[26/Jul/1995:13:04:49-0600],/lynx_help/keystroke_commands/keystroke_help.html ,200,2368.0
el0267.lib.okstate.edu,[26/Jul/1995:13:09:55-0600],/~ladd/images/new1.gif,200,116.0
dynam20.nbnet.nb.ca,[26/Jul/1995:13:17:02-0600],/~lowey/Saskatchewan/search/index.html,200,1884.0
eng34.usask.ca,[26/Jul/1995:13:19:34-0600],/images/logo.gif ,200,2273.0
egremont.usask.ca,[26/Jul/1995:13:24:12-0600],/search/catalogues.shtml ,200,2102.0
ag58113.usask.ca,[26/Jul/1995:13:26:20-0600],/images/logo.gif ,200,2273.0
jflood.mi.net,[26/Jul/1995:13:27:54-0600],/images/globe.gif ,200,724.0
132.208.99.97,[26/Jul/1995:13:32:08-0600],/~turner/friendlet,200,2154.0
sask.usask.ca,[26/Jul/1995:13:38:07-0600],/about_lynx/about_lynx.html ,200,3498.0
alf.usask.ca,[26/Jul/1995:13:43:12-0600],/ ,200,3400.0
kend943.usask.ca,[26/Jul/1995:13:49:06-0600],/ ,200,3400.0
kend943.usask.ca,[26/Jul/1995:13:53:10-0600],/~thackert/personal.htm,200,807.0
moondog.usask.ca,[26/Jul/1995:13:57:05-0600],/ ,200,3400.0
avd222.siast.sk.ca,[26/Jul/1995:14:00:31-0600],/~lowey/Saskatchewan/icons/citynet.gif,200,776.0
128.59.90.85,[26/Jul/1995:14:05:19-0600],/changes.html ,200,1437.0
w-202-163.wellesley.edu,[26/Jul/1995:14:09:26-0600],/cgi-bin/hytelnet?file=FUL000 ,200,7480.0
137.122.61.84,[26/Jul/1995:14:11:58-0600],/chemistry/ ,200,1434.0
u63.n161.queensu.ca,[26/Jul/1995:14:17:41-0600],/cgi-bin/hytelnet?file=SITES1A ,200,554.0
aec589.usask.ca,[26/Jul/1995:14:23:20-0600],/images/logo.gif ,304,0.0
dyn1-052.cc.umanitoba.ca,[26/Jul/1995:14:28:31-0600],/cgi-bin/hytelnet?file=CA057 ,200,367.0
bilbo.usask.ca,[26/Jul/1995:14:33:57-0600],/images/binocs_32.gif ,200,164.0
vax1.kcpl.lib.mo.us,[26/Jul/1995:14:38:49-0600],/~scottp/free.html,200,6034.0
watt.usask.ca,[26/Jul/1995:14:43:20-0600],/~scottp/output.gif,200,528.0
mars.ark.com,[26/Jul/1995:14:47:05-0600],/ ,200,3400.0
199.183.103.238,[26/Jul/1995:14:51:47-0600],/~lowey/encyclopedia/icons/question.gif,200,238.0
eng37.usask.ca,[26/Jul/1995:14:54:53-0600],/gsa/gifs/button.home.gif ,200,321.0
140.174.162.99,[26/Jul/1995:14:58:25-0600],/cgi-bin/cusi?query=gopher+selector&service=http%3A%2F%2Fweb.nexor.co.uk%2Fpublic%2Frfc%2Findex%2Fcgi-bin%2Fsearch%2Fform%3Fquery%3D_cusi-search-term-here_%26titlefield%3Don%26abstractfield%3Don%26authorfield%3Don%26site%3DUnited%2BKingdom%2B%255BHTTP%255D%26uselocal%3Don ,302,382.0
edu210.usask.ca,[26/Jul/1995:15:04:05-0600],/dcs/courses/cai/html/ ,200,1716.0
mech03.usask.ca,[26/Jul/1995:15:08:52-0600],/ ,200,3400.0
edu210.usask.ca,[26/Jul/1995:15:15:06-0600],/dcs/courses/cai/html/unix_lesson/protections.html ,200,1436.0
h20-hrze.uni-duisburg.de,[26/Jul/1995:15:22:14-0600],/ ,200,3400.0
edu210.usask.ca,[26/Jul/1995:15:35:24-0600],/dcs/courses/cai/html/glossary/body.html ,200,787.0
sask.usask.ca,[26/Jul/1995:15:39:46-0600],/dcs/courses/cai/html/examples/dl.html ,200,1027.0
kewley.usask.ca,[26/Jul/1995:15:42:51-0600],/ ,304,0.0
eagle20.sasknet.sk.ca,[26/Jul/1995:15:48:39-0600],/~lowey/Saskatoon/Saskatoon.gif,200,27583.0
archert.usask.ca,[26/Jul/1995:15:53:05-0600],/dcs/courses/cai/html/skeleton_lesson/index.html ,200,1515.0
atropos.jf.intel.com,[26/Jul/1995:15:58:38-0600],/~holtsg/photo/sunfaq.html,200,4608.0
192.139.11.149,[26/Jul/1995:16:08:01-0600],/ ,304,0.0
proxy0.research.att.com,[26/Jul/1995:16:15:08-0600],/~keele/images/karate/dovefist.gif,200,2348.0
wcvm7696.usask.ca,[26/Jul/1995:16:20:59-0600],/images/logo.gif ,200,2273.0
192.162.16.2,[26/Jul/1995:16:26:50-0600],/ ,200,3400.0
mech03.usask.ca,[26/Jul/1995:16:32:16-0600],/images/logo.gif ,200,2273.0
203.62.1.17,[26/Jul/1995:16:39:40-0600],/images/right_32.gif ,200,197.0
tty22.maze.ppp.uab.edu,[26/Jul/1995:16:43:00-0600],/cgi-bin/hytelnet?file=WHATIS ,200,846.0
sask.usask.ca,[26/Jul/1995:16:50:32-0600],/~lowey/Saskatoon/index.html,200,1503.0
gecko.med.utah.edu,[26/Jul/1995:16:56:05-0600],/~card/band/jackie.html,200,835.0
wave.scar.utoronto.ca,[26/Jul/1995:17:00:55-0600],/cusi/cusi.html ,200,12039.0
204.96.74.21,[26/Jul/1995:17:06:48-0600],/ ,200,3400.0
silicon.usask.ca,[26/Jul/1995:17:11:38-0600],/images/logo.gif ,200,2273.0
line112.nwm.mindlink.net,[26/Jul/1995:17:19:55-0600],/cusi/cusi.html ,200,12039.0
pm021.vcr.wis.net,[26/Jul/1995:17:25:51-0600],/images/logo_32.gif ,200,0.0
lib7485.usask.ca,[26/Jul/1995:17:30:18-0600],/images/logo.gif ,200,2273.0
bos1d.delphi.com,[26/Jul/1995:17:34:25-0600],/cgi-bin/hytelnet?file=WHATIS ,200,846.0
dial063.mbnet.mb.ca,[26/Jul/1995:17:42:00-0600],/ ,200,3400.0
duke.usask.ca,[26/Jul/1995:18:00:04-0600],/ ,304,0.0
celebrian.otago.ac.nz,[26/Jul/1995:18:08:06-0600],/alternate_views.html ,200,3484.0
celebrian.otago.ac.nz,[26/Jul/1995:18:14:38-0600],/~keele/images/win95.gif,200,12085.0
geisha.gs.niigata-u.ac.jp,[26/Jul/1995:18:18:36-0600],/~reevesm/mjr_bio.html,200,2533.0
freenet.unbc.edu,[26/Jul/1995:18:35:22-0600],/~scottp/free.html,200,6034.0
geisha.gs.niigata-u.ac.jp,[26/Jul/1995:18:49:54-0600],/~reevesm/ds.html,200,668.0
zeno21.math.uwaterloo.ca,[26/Jul/1995:18:55:56-0600],/images/logo_32.gif ,200,1640.0
131.204.6.12,[26/Jul/1995:19:04:30-0600],/~dougallg/new_s.gif,200,116.0
srv1.freenet.calgary.ab.ca,[26/Jul/1995:19:08:34-0600],/~scottp/free.html,200,6034.0
scn.org,[26/Jul/1995:19:25:23-0600],/~scottp/free.html,200,6034.0
chaos.idirect.com,[26/Jul/1995:19:37:55-0600],/cusi/cusi.html ,200,12039.0
www-d2.proxy.aol.com,[26/Jul/1995:19:42:37-0600],/~lowey/encyclopedia/m/meteorology.html,200,1768.0
eng24.usask.ca,[26/Jul/1995:19:51:41-0600],/alternate_views.html ,200,3484.0
dcs0337.usask.ca,[26/Jul/1995:20:01:58-0600],/ ,200,3400.0
duke.usask.ca,[26/Jul/1995:20:10:07-0600],/changes.html ,200,1437.0
interchg.ubc.ca,[26/Jul/1995:20:18:35-0600],/~lowey/encyclopedia/index.html,200,2460.0
broadway.sfn.saskatoon.sk.ca,[26/Jul/1995:20:31:04-0600],/~scottp/freetel.html,200,5861.0
menkar.usask.ca,[26/Jul/1995:20:43:01-0600],/images/binocs_32.gif ,200,164.0
cad26.cadvision.com,[26/Jul/1995:20:49:01-0600],/cgi-bin/cusi?query=IEEE&service=http%3A%2F%2Fcuiwww.unige.ch%2Fw3catalog%3F_cusi-search-term-here_ ,302,116.0
carbon.cudenver.edu,[26/Jul/1995:20:53:40-0600],/cgi-bin/hytelnet ,200,1518.0
cathree.gsfc.nasa.gov,[26/Jul/1995:21:01:32-0600],/~macpherc/images/tspbadge.gif,200,3282.0
eng21.usask.ca,[26/Jul/1995:21:06:26-0600],/images/logo.gif ,200,2273.0
daleth20.netaccess.on.ca,[26/Jul/1995:21:15:28-0600],/cusi/cusi.html ,200,12039.0
shadowmoor.is.net,[26/Jul/1995:21:22:57-0600],/~scottp/freewww.html,200,4635.0
www-c2.proxy.aol.com,[26/Jul/1995:21:31:21-0600],/~keele/docs/wadokai.html,200,4918.0
wcvm7658.usask.ca,[26/Jul/1995:21:35:58-0600],/ ,200,3400.0
cgreer.link.ca,[26/Jul/1995:21:43:48-0600],/images/logo.gif ,200,2273.0
bos1f.delphi.com,[26/Jul/1995:21:53:52-0600],/cgi-bin/hytelnet?file=SITES1 ,200,354.0
sendit.sendit.nodak.edu,[26/Jul/1995:22:06:16-0600],/~scottp/freegop.html,200,4611.0
ix-sac10-15.ix.netcom.com,[26/Jul/1995:22:21:56-0600],/~lowey/encyclopedia/icons/book.gif,200,242.0
eng32.usask.ca,[26/Jul/1995:22:35:20-0600],/cusi/cusi.html ,200,12039.0
sabre30.sasknet.sk.ca,[26/Jul/1995:22:51:35-0600],/~lowey/Saskatoon/icons/bridge.gif,200,194.0
sask.usask.ca,[26/Jul/1995:22:56:04-0600],/alternate_views.html ,200,3484.0
harpo.riv.csu.edu.au,[26/Jul/1995:23:11:08-0600],/~turner/duesouth.html,200,1755.0
rogue.pmel.noaa.gov,[26/Jul/1995:23:23:07-0600],/~lowey/encyclopedia/icons/question.gif,200,238.0
jeeves.ecn.uoknor.edu,[26/Jul/1995:23:30:04-0600],/~macphed/finite/fe_resources/node78.html,200,1892.0
ix-dfw10-08.ix.netcom.com,[26/Jul/1995:23:40:10-0600],/~turner/prod.html,200,679.0
eng12.usask.ca,[26/Jul/1995:23:57:19-0600],/alternate_views.html ,200,3484.0
dial187085.wbm.ca,[27/Jul/1995:00:08:55-0600],/~lowey/webville/icons/sound_32.gif,200,211.0
srv1.freenet.calgary.ab.ca,[27/Jul/1995:00:18:00-0600],/~scottp/free.html,200,6034.0
venus.usask.ca,[27/Jul/1995:00:28:37-0600],/images/logo.gif ,200,2273.0
sask.usask.ca,[27/Jul/1995:00:39:17-0600],/search/index.shtml ,200,1107.0
ecaric.casaccia.enea.it,[27/Jul/1995:00:55:38-0600],/~keele/images/textgrey.gif,200,24574.0
interchg.ubc.ca,[27/Jul/1995:01:06:08-0600],/~lowey/encyclopedia/index.html,200,2460.0
ariel.macarthur.uws.edu.au,[27/Jul/1995:01:12:18-0600],/~turner/duesouth.html,200,1755.0
cuisunh.unige.ch,[27/Jul/1995:01:26:13-0600],/~scottp/freewww.html,200,4635.0
pmeb12.access.awinc.com,[27/Jul/1995:01:36:35-0600],/dcs/courses/cai/html/introduction_lesson/index.html ,200,1427.0
iphome13.glo.be,[27/Jul/1995:01:46:41-0600],/~keele/images/karate/wado_kanji.gif,200,2348.0
duke.usask.ca,[27/Jul/1995:01:56:54-0600],/~thackert/,200,1331.0
duke.usask.ca,[27/Jul/1995:02:03:50-0600],/~macpherc/images/maple.gif,200,151.0
broadway.sfn.saskatoon.sk.ca,[27/Jul/1995:02:27:29-0600],/ ,200,3400.0
freenet2.carleton.ca,[27/Jul/1995:02:53:44-0600],/~scottp/free.html,200,6034.0
crowfoot.nda.ox.ac.uk,[27/Jul/1995:03:25:42-0600],/~macpherc/hibs/vegpatch.html,200,7249.0
155.198.199.252,[27/Jul/1995:03:38:08-0600],/~macpherc/hibs/results.html,200,3387.0
drl-a.demon.co.uk,[27/Jul/1995:03:53:27-0600],/cgi-bin/hytelnet?file=UK029 ,200,408.0
vtl-mm-mac02.uwasa.fi,[27/Jul/1995:04:01:11-0600],/cgi-bin/hytelnet?file=SITES1 ,200,354.0
freenet.edmonton.ab.ca,[27/Jul/1995:04:25:34-0600],/~lowey/Saskatoon/searching/people.html,200,761.0
slip157.sirius.com,[27/Jul/1995:04:43:09-0600],/~turner/starinfo.html,200,743.0
poppy.hensa.ac.uk,[27/Jul/1995:04:52:09-0600],/~macpherc/images/caution.gif,200,173.0
ncg-117.axionet.com,[27/Jul/1995:04:59:56-0600],/education/whats_new.html ,200,1445.0
bombasto.informatik.rwth-aachen.de,[27/Jul/1995:05:13:27-0600],/~lowey/Saskatchewan/icons/flag.gif,200,227.0
term001.bitmailer.com,[27/Jul/1995:05:23:06-0600],/~macphed/finite/fe_resources/node1.html,200,10309.0
ntigate.nt.com,[27/Jul/1995:05:36:57-0600],/~lowey/Saskatchewan/general/index.html,200,2703.0
poppy.hensa.ac.uk,[27/Jul/1995:05:45:38-0600],/~macpherc/hibs/vegpatch.html,200,7249.0
w20-575-15.mit.edu,[27/Jul/1995:05:50:38-0600],/~keele/images/karate/icon/yokogeri.gif,200,216.0
dial14.klink.net,[27/Jul/1995:06:02:31-0600],/~scottp/freegop.html,200,4611.0
mgapc.sds.no,[27/Jul/1995:06:13:37-0600],/~scottp/freewww.html,200,4635.0
marsh.spider.co.uk,[27/Jul/1995:06:23:14-0600],/~macpherc/images/tspbadge.gif,200,3282.0
ad012.pool.dircon.co.uk,[27/Jul/1995:06:37:51-0600],/cgi-bin/hytelnet ,200,1518.0
jafvans.demon.co.uk,[27/Jul/1995:06:47:13-0600],/cgi-bin/hytelnet?file=UK087 ,200,328.0
line005.nwm.mindlink.net,[27/Jul/1995:06:53:45-0600],/~keele/images/karate/yoko.gif,200,29644.0
freenet.buffalo.edu,[27/Jul/1995:07:08:45-0600],/~scottp/free.html/,200,6034.0
129.2.184.16,[27/Jul/1995:07:23:09-0600],/~turner/logo.GIF,200,6761.0
iue.aai.com,[27/Jul/1995:07:31:42-0600],/~lowey/encyclopedia/icons/book.gif,200,242.0
mantham.envir.hydro.qc.ca,[27/Jul/1995:07:39:37-0600],/equity/eeac/goal&objectives1.html ,200,16129.0
duke.usask.ca,[27/Jul/1995:07:47:03-0600],/~gelowitz/images/star1.gif,200,1843.0
duke.usask.ca,[27/Jul/1995:07:52:23-0600],/~gelowitz/,200,3700.0
keaton.ucet.ufl.edu,[27/Jul/1995:08:04:08-0600],/~lowey/encyclopedia/icons/book.gif,200,242.0
hopper.acs.ryerson.ca,[27/Jul/1995:08:09:49-0600],/library/ ,200,925.0
oss-1309.archives.ca,[27/Jul/1995:08:21:20-0600],/library/gic/ejgov.gif ,200,5131.0
corpgate.nt.com,[27/Jul/1995:08:26:47-0600],/~lowey/Saskatchewan/icons/flag.gif,200,227.0
lab157.psscan.psu.edu,[27/Jul/1995:08:33:40-0600],/~macphed/finite/fe_resources/node29.html,200,1918.0
periwinkle.usask.ca,[27/Jul/1995:08:37:24-0600],/registrar/ ,304,0.0
vetajr.usask.ca,[27/Jul/1995:08:44:22-0600],/images/logo.gif ,200,2273.0
ppp206.interealm.com,[27/Jul/1995:08:52:24-0600],/cgi-bin/hytelnet?file=SITES1A ,200,554.0
periwinkle.usask.ca,[27/Jul/1995:08:57:08-0600],/registrar/systems.html ,200,1578.0
freenet.edmonton.ab.ca,[27/Jul/1995:09:06:13-0600],/~scottp/freetel.html,200,5861.0
204.7.11.31,[27/Jul/1995:09:12:17-0600],/~keele/images/mailto.gif,200,1044.0
sun0.muhlberg.edu,[27/Jul/1995:09:19:23-0600],/~scottp/publish.html,200,271.0
planit.usask.ca,[27/Jul/1995:09:23:30-0600],/images/logo.gif ,200,2273.0
eng15.usask.ca,[27/Jul/1995:09:28:39-0600],/images/logo.gif ,200,2273.0
eng10.usask.ca,[27/Jul/1995:09:34:18-0600],/images/logo.gif ,200,2273.0
smokey.arnold.af.mil,[27/Jul/1995:09:42:17-0600],/dcs/courses/cai/html/examples/ol.html ,200,1127.0
smokey.arnold.af.mil,[27/Jul/1995:09:50:11-0600],/dcs/courses/cai/html/text_lesson/unordered_lists.html ,200,1539.0
pmqwrd.nottingham.ac.uk,[27/Jul/1995:09:52:52-0600],/~macpherc/hibs/vegpatch.html,200,7249.0
lib74107.usask.ca,[27/Jul/1995:09:57:15-0600],/ ,200,3400.0
mpx8501y.educ.sfu.ca,[27/Jul/1995:10:02:01-0600],/images/logo.gif ,200,2273.0
amadeus.spin.com.mx,[27/Jul/1995:10:05:44-0600],/cgi-bin/hytelnet?file=GOP000 ,200,2472.0
192.139.11.192,[27/Jul/1995:10:09:13-0600],/images/logo.gif ,304,0.0
196.3.0.17,[27/Jul/1995:10:16:24-0600],/images/leaf.gif ,200,151.0
refdesk1.library.nd.edu,[27/Jul/1995:10:19:17-0600],/~maton/akka-1s.gif,200,12390.0
apl1.unibw-hamburg.de,[27/Jul/1995:10:23:42-0600],/images/logo.gif ,200,2273.0
leven10.stir.ac.uk,[27/Jul/1995:10:28:08-0600],/~macpherc/images/tspbadge.gif,200,3282.0
eng10.usask.ca,[27/Jul/1995:10:32:41-0600],/ ,304,0.0
duke.usask.ca,[27/Jul/1995:10:38:17-0600],/~dougallg/sm16sch.gif,200,7677.0
142.3.211.149,[27/Jul/1995:10:40:36-0600],/ ,200,3400.0
fluid.usask.ca,[27/Jul/1995:10:45:56-0600],/~lowey/Saskatoon/index.html,200,1503.0
eng23.usask.ca,[27/Jul/1995:10:47:31-0600],/images/logo.gif ,200,2273.0
diana.usask.ca,[27/Jul/1995:10:50:41-0600],/alternate_views.html ,200,3484.0
diana.usask.ca,[27/Jul/1995:10:53:38-0600],/~matthwsp/index.html,200,5026.0
amadeus.spin.com.mx,[27/Jul/1995:10:59:15-0600],/cgi-bin/hytelnet?file=BBS019 ,200,1493.0
hercules.cs.uregina.ca,[27/Jul/1995:11:05:54-0600],/~scottp/freegop.html,200,4611.0
jimgreer.usask.ca,[27/Jul/1995:11:09:56-0600],/images/logo_32.gif ,304,0.0
llions0.llion.org,[27/Jul/1995:11:13:09-0600],/~scottp/freetel.html,200,5861.0
sun.irus.rri.uwo.ca,[27/Jul/1995:11:19:02-0600],/~scottp/freetel.html,200,5861.0
circus.usask.ca,[27/Jul/1995:11:25:12-0600],/cgi-bin/digger?Value=Larry+Custead&mode=nice&Server=University+of+Saskatchewan%09%5Bpsycho.usask.ca+63%5D ,200,472.0
van11301.direct.ca,[27/Jul/1995:11:29:11-0600],/~lowey/Saskatchewan/icons/letter.gif,200,149.0
lib74110.usask.ca,[27/Jul/1995:11:33:54-0600],/images/logo.gif ,200,2273.0
pm018.bby.wis.net,[27/Jul/1995:11:38:57-0600],/cgi-bin/cusi?query=NP-Complete&service=http%3A%2F%2Fwombat.doc.ic.ac.uk%2F%3F_cusi-search-term-here_ ,302,120.0
192.139.11.149,[27/Jul/1995:11:42:29-0600],/images/logo.gif ,304,0.0
erato.usask.ca,[27/Jul/1995:11:47:18-0600],/search/files.shtml ,200,718.0
fp-244.eastlib.ufl.edu,[27/Jul/1995:11:51:52-0600],/~scottp/freewww.html,200,4635.0
izar.usask.ca,[27/Jul/1995:11:56:21-0600],/images/logo.gif ,304,0.0
oss-1309.archives.ca,[27/Jul/1995:12:01:59-0600],/ ,200,3400.0
mcvicker.gordy.ohiou.edu,[27/Jul/1995:12:06:33-0600],/~scottp/free.html,200,6034.0
selway.umt.edu,[27/Jul/1995:12:13:18-0600],/~lowey/encyclopedia/index.html,200,2460.0
freenet.buffalo.edu,[27/Jul/1995:12:20:06-0600],/~scottp/index.html,200,1899.0
virgo.glenvan.glenayre.com,[27/Jul/1995:12:27:54-0600],/images/logo_32.gif ,304,0.0
sendit.sendit.nodak.edu,[27/Jul/1995:12:33:44-0600],/~scottp/freewww.html,200,4635.0
sask.usask.ca,[27/Jul/1995:12:39:53-0600],/cgi-bin/hytelnet?file=SITES1 ,200,354.0
kend943.usask.ca,[27/Jul/1995:12:47:12-0600],/~lowey/icons/kevhead.gif,200,1783.0
kend943.usask.ca,[27/Jul/1995:12:52:04-0600],/ ,200,0.0
198.247.22.1,[27/Jul/1995:13:04:08-0600],/cgi-bin/hytelnet?file=SITES1 ,200,354.0
abyss.usask.ca,[27/Jul/1995:13:11:49-0600],/ ,200,3400.0
smokey.arnold.af.mil,[27/Jul/1995:13:22:00-0600],/images/caution_32.gif ,200,165.0
chem48017.usask.ca,[27/Jul/1995:13:26:13-0600],/~lowey/Saskatchewan/index.html,200,0.0
wsa8230d17.dhs.texas.gov,[27/Jul/1995:13:31:40-0600],/~ladd/images/at_work.gif,200,242.0
broadway.sfn.saskatoon.sk.ca,[27/Jul/1995:13:39:06-0600],/~scottp/freegop.html,200,4611.0
edu248.usask.ca,[27/Jul/1995:13:44:47-0600],/education/ ,200,7810.0
staff109.lib.upenn.edu,[27/Jul/1995:13:53:21-0600],/cgi-bin/hytelnet?file=US000OTH ,200,49335.0
saumya.ece.orst.edu,[27/Jul/1995:13:56:19-0600],/images/earth_32.gif ,200,241.0
marsh.spider.co.uk,[27/Jul/1995:14:01:48-0600],/~macpherc/images/tspbadge.gif,200,3282.0
168.236.6.11,[27/Jul/1995:14:03:43-0600],/~scottp/freewww.html,200,4635.0
slip-4-26.shore.net,[27/Jul/1995:14:09:09-0600],/cgi-bin/cusi?query=vitamins&service=http%3A%2F%2Fcuiwww.unige.ch%2Fw3catalog%3F_cusi-search-term-here_ ,302,124.0
mac50198.usask.ca,[27/Jul/1995:14:16:36-0600],/images/logo.gif ,304,0.0
dchoo.sp.trw.com,[27/Jul/1995:14:21:56-0600],/~lowey/encyclopedia/icons/index.gif,200,172.0
fn1.freenet.edmonton.ab.ca,[27/Jul/1995:14:30:28-0600],/~scottp/freetel.html,200,5861.0
celebrian.otago.ac.nz,[27/Jul/1995:14:37:30-0600],/~macpherc/images/new2.gif,200,1025.0
duke.usask.ca,[27/Jul/1995:14:42:32-0600],/alternate_views.html ,200,3484.0
barb.wchat.on.ca,[27/Jul/1995:14:46:09-0600],/ ,200,3400.0
blofeld.mit.edu,[27/Jul/1995:14:49:45-0600],/~macphed/finite/fe_resources/node84.html,200,2049.0
escher.fciencias.unam.mx,[27/Jul/1995:14:57:33-0600],/~macphed/finite/fe_resources/node47.html,200,1797.0
pmed19.doublet.awinc.com,[27/Jul/1995:15:03:33-0600],/images/logo.gif ,200,2273.0
thorin.usask.ca,[27/Jul/1995:15:10:19-0600],/~reevesm/,200,1117.0
avd123.siast.sk.ca,[27/Jul/1995:15:17:50-0600],/~lowey/Saskatchewan/icons/sas-tiny.gif,200,4091.0
crocus.sasknet.sk.ca,[27/Jul/1995:15:23:59-0600],/about_lynx/www_start.html ,200,1991.0
edu248.usask.ca,[27/Jul/1995:15:29:17-0600],/provider_docs.html ,200,4132.0
